;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
45527; Person; Human; end of time;5219;Iter;6;869;513;682;372;206;760;406
45528; Person; Human; end of time;5219;Average;574;8;714;531;364;342;649;549
45529; Person; Human; end of time;5219;Maximum;676;326;695;522;138;233;266;751
45530; Person; Human; end of time;5219;Std.Dev.;606;767;563;151;9;304;402;23
45531; Person; Human; end of time;5219;Total;845;-;-;-;-;589;531;28
45533; Person; Human; end of time;5220;Iter;1;774;362;663;801;405;993;116
45534; Person; Human; end of time;5220;Iter;2;434;45;322;112;763;969;781
45535; Person; Human; end of time;5220;Iter;3;403;786;528;285;179;18;803
45536; Person; Human; end of time;5220;Iter;4;446;809;643;561;47;126;581
45537; Person; Human; end of time;5220;Iter;5;269;134;905;164;95;445;616
45538; Person; Human; end of time;5220;Iter;6;158;345;950;293;808;387;249
45539; Person; Human; end of time;5220;Average;758;83;275;995;640;188;971;188
45540; Person; Human; end of time;5220;Maximum;161;874;398;473;69;331;709;905
45541; Person; Human; end of time;5220;Std.Dev.;560;368;592;676;96;807;619;567
45542; Person; Human; end of time;5220;Total;265;-;-;-;-;870;387;729
45544; Person; Human; end of time;5221;Iter;1;965;62;954;762;458;590;108
45545; Person; Human; end of time;5221;Iter;2;777;726;106;750;474;14;942
45546; Person; Human; end of time;5221;Iter;3;875;643;922;668;573;363;419
45547; Person; Human; end of time;5221;Iter;4;678;157;58;859;981;289;691
45548; Person; Human; end of time;5221;Iter;5;453;909;912;75;768;953;74
45549; Person; Human; end of time;5221;Average;918;944;561;363;282;858;262;754
45550; Person; Human; end of time;5221;Maximum;274;425;900;948;215;886;912;316
45551; Person; Human; end of time;5221;Std.Dev.;152;900;545;61;677;67;351;980
45552; Person; Human; end of time;5221;Total;843;-;-;-;-;757;523;260
45554; Person; Human; end of time;5222;Iter;1;666;95;661;513;81;117;224
45555; Person; Human; end of time;5222;Iter;2;100;239;792;299;481;756;129
45556; Person; Human; end of time;5222;Iter;3;317;690;938;714;49;418;88
45557; Person; Human; end of time;5222;Iter;4;72;110;686;115;790;682;354
45558; Person; Human; end of time;5222;Iter;5;664;22;252;278;660;170;381
45559; Person; Human; end of time;5222;Iter;6;627;26;248;433;536;77;455
45560; Person; Human; end of time;5222;Average;641;872;177;409;267;878;982;319
45561; Person; Human; end of time;5222;Maximum;971;715;587;331;391;253;372;759
45562; Person; Human; end of time;5222;Std.Dev.;820;879;68;981;679;43;510;643
45563; Person; Human; end of time;5222;Total;352;-;-;-;-;681;141;69
45565; Person; Human; end of time;5223;Iter;1;843;531;611;233;178;706;405
45566; Person; Human; end of time;5223;Iter;2;724;249;21;858;15;365;252
45567; Person; Human; end of time;5223;Iter;3;190;509;31;202;899;53;791
45568; Person; Human; end of time;5223;Iter;4;485;400;778;511;167;881;343
45569; Person; Human; end of time;5223;Iter;5;217;869;632;263;261;679;981
45570; Person; Human; end of time;5223;Average;324;188;897;948;861;25;733;51
45571; Person; Human; end of time;5223;Maximum;586;702;445;637;426;299;192;834
45572; Person; Human; end of time;5223;Std.Dev.;863;207;255;192;223;729;588;404
45573; Person; Human; end of time;5223;Total;941;-;-;-;-;129;580;246
45575; Person; Human; end of time;5224;Iter;1;495;147;440;652;730;796;779
45576; Person; Human; end of time;5224;Iter;2;295;101;953;592;586;862;6
45577; Person; Human; end of time;5224;Iter;3;492;103;26;208;755;728;863
45578; Person; Human; end of time;5224;Iter;4;41;708;481;24;114;422;800
45579; Person; Human; end of time;5224;Iter;5;341;257;378;48;45;769;377
45580; Person; Human; end of time;5224;Iter;6;734;409;689;695;408;928;104
45581; Person; Human; end of time;5224;Average;411;570;646;445;232;517;950;584
45582; Person; Human; end of time;5224;Maximum;333;795;513;148;457;890;595;933
45583; Person; Human; end of time;5224;Std.Dev.;145;428;787;615;915;610;964;849
45584; Person; Human; end of time;5224;Total;374;-;-;-;-;604;494;986
45586; Person; Human; end of time;5225;Iter;1;173;957;685;743;614;447;161
45587; Person; Human; end of time;5225;Iter;2;133;645;531;227;795;421;658
45588; Person; Human; end of time;5225;Average;376;374;892;87;497;115;864;612
45589; Person; Human; end of time;5225;Maximum;257;472;326;646;844;137;542;77
45590; Person; Human; end of time;5225;Std.Dev.;164;528;454;187;133;583;721;17
45591; Person; Human; end of time;5225;Total;791;-;-;-;-;1000;532;72
45593; Person; Human; end of time;5226;Iter;1;455;481;911;274;987;682;733
45594; Person; Human; end of time;5226;Iter;2;342;882;149;712;606;927;315
45595; Person; Human; end of time;5226;Iter;3;811;322;146;165;372;418;610
45596; Person; Human; end of time;5226;Iter;4;775;652;637;753;482;491;33
45597; Person; Human; end of time;5226;Iter;5;936;941;726;367;475;553;594
45598; Person; Human; end of time;5226;Iter;6;678;653;599;510;842;433;893
45599; Person; Human; end of time;5226;Average;665;235;819;154;160;989;822;867
45600; Person; Human; end of time;5226;Maximum;238;795;580;133;829;679;240;12
45601; Person; Human; end of time;5226;Std.Dev.;190;792;163;618;381;476;395;572
45602; Person; Human; end of time;5226;Total;122;-;-;-;-;453;321;850
45604; Person; Human; end of time;5227;Iter;1;588;360;353;186;257;854;463
45605; Person; Human; end of time;5227;Iter;2;320;334;198;415;156;66;237
45606; Person; Human; end of time;5227;Iter;3;769;663;715;122;957;872;624
45607; Person; Human; end of time;5227;Iter;4;533;883;800;369;954;470;53
45608; Person; Human; end of time;5227;Iter;5;81;893;621;26;139;205;861
45609; Person; Human; end of time;5227;Iter;6;166;396;990;83;597;528;220
45610; Person; Human; end of time;5227;Average;543;311;188;969;935;292;948;166
45611; Person; Human; end of time;5227;Maximum;703;69;510;605;134;405;413;751
45612; Person; Human; end of time;5227;Std.Dev.;653;887;616;926;239;920;3;356
45613; Person; Human; end of time;5227;Total;917;-;-;-;-;457;597;384
45615; Person; Human; end of time;5228;Iter;1;88;816;90;544;199;868;789
45616; Person; Human; end of time;5228;Iter;2;393;746;623;61;725;882;224
45617; Person; Human; end of time;5228;Iter;3;594;90;120;947;198;979;112
45618; Person; Human; end of time;5228;Iter;4;157;10;10;99;692;9;206
45619; Person; Human; end of time;5228;Iter;5;937;427;145;111;297;152;461
45620; Person; Human; end of time;5228;Iter;6;882;75;687;756;687;782;375
45621; Person; Human; end of time;5228;Iter;7;513;654;42;729;933;590;212
45622; Person; Human; end of time;5228;Average;363;891;159;59;488;156;113;750
45623; Person; Human; end of time;5228;Maximum;248;768;210;460;736;128;62;521
45624; Person; Human; end of time;5228;Std.Dev.;862;389;832;95;488;759;259;484
45625; Person; Human; end of time;5228;Total;452;-;-;-;-;169;590;259
45627; Person; Human; end of time;5229;Iter;1;760;407;17;556;880;494;596
45628; Person; Human; end of time;5229;Iter;2;832;249;733;221;751;636;623
45629; Person; Human; end of time;5229;Iter;3;239;842;855;829;406;723;264
45630; Person; Human; end of time;5229;Average;512;127;305;856;179;105;97;28
45631; Person; Human; end of time;5229;Maximum;459;644;368;248;719;490;384;288
45632; Person; Human; end of time;5229;Std.Dev.;505;387;563;7;611;139;414;224
45633; Person; Human; end of time;5229;Total;768;-;-;-;-;114;980;767
45635; Person; Human; end of time;5230;Iter;1;840;754;29;78;152;459;456
45636; Person; Human; end of time;5230;Iter;2;980;271;303;973;374;148;524
45637; Person; Human; end of time;5230;Iter;3;268;580;57;278;247;550;766
45638; Person; Human; end of time;5230;Iter;4;933;392;737;312;403;909;318
45639; Person; Human; end of time;5230;Iter;5;280;99;247;510;475;384;465
45640; Person; Human; end of time;5230;Iter;6;548;207;95;325;570;884;571
45641; Person; Human; end of time;5230;Average;4;307;47;192;703;127;890;381
45642; Person; Human; end of time;5230;Maximum;576;849;82;282;286;66;939;999
45643; Person; Human; end of time;5230;Std.Dev.;102;600;738;569;463;827;99;371
45644; Person; Human; end of time;5230;Total;402;-;-;-;-;681;557;713
45646; Person; Human; end of time;5231;Iter;1;954;126;367;177;510;211;558
45647; Person; Human; end of time;5231;Iter;2;906;241;827;313;159;388;611
45648; Person; Human; end of time;5231;Iter;3;236;902;446;426;239;17;881
45649; Person; Human; end of time;5231;Iter;4;430;755;642;958;381;856;520
45650; Person; Human; end of time;5231;Iter;5;947;859;14;845;413;2;739
45651; Person; Human; end of time;5231;Iter;6;875;964;383;674;351;659;437
45652; Person; Human; end of time;5231;Average;667;376;719;473;23;343;965;432
45653; Person; Human; end of time;5231;Maximum;900;472;392;614;272;735;861;906
45654; Person; Human; end of time;5231;Std.Dev.;551;673;980;508;724;8;948;155
45655; Person; Human; end of time;5231;Total;985;-;-;-;-;300;163;871
45657; Person; Human; end of time;5232;Iter;1;90;928;351;184;570;551;708
45658; Person; Human; end of time;5232;Iter;2;299;181;149;444;229;978;747
45659; Person; Human; end of time;5232;Iter;3;649;655;507;417;45;340;386
45660; Person; Human; end of time;5232;Iter;4;730;70;805;280;434;494;597
45661; Person; Human; end of time;5232;Iter;5;807;895;685;604;830;953;469
45662; Person; Human; end of time;5232;Iter;6;336;900;297;319;143;529;698
45663; Person; Human; end of time;5232;Iter;7;863;907;599;814;751;285;635
45664; Person; Human; end of time;5232;Average;771;596;1;247;978;49;197;232
45665; Person; Human; end of time;5232;Maximum;743;598;679;158;418;485;138;783
45666; Person; Human; end of time;5232;Std.Dev.;80;687;193;715;920;377;378;583
45667; Person; Human; end of time;5232;Total;64;-;-;-;-;576;478;127
45669; Person; Human; end of time;5233;Iter;1;258;258;322;106;604;830;329
45670; Person; Human; end of time;5233;Iter;2;889;718;248;580;336;746;539
45671; Person; Human; end of time;5233;Iter;3;307;983;678;357;839;623;539
45672; Person; Human; end of time;5233;Iter;4;896;625;487;642;129;254;680
45673; Person; Human; end of time;5233;Iter;5;276;330;795;171;38;496;116
45674; Person; Human; end of time;5233;Iter;6;458;666;362;36;412;850;359
45675; Person; Human; end of time;5233;Iter;7;250;46;823;626;867;107;445
45676; Person; Human; end of time;5233;Iter;8;808;929;28;52;795;68;210
45677; Person; Human; end of time;5233;Iter;9;867;413;967;70;222;519;534
45678; Person; Human; end of time;5233;Average;941;484;451;518;763;65;359;482
45679; Person; Human; end of time;5233;Maximum;26;837;677;170;829;993;648;612
45680; Person; Human; end of time;5233;Std.Dev.;296;799;207;174;46;235;170;440
45681; Person; Human; end of time;5233;Total;328;-;-;-;-;69;943;798
45683; Person; Human; end of time;5234;Iter;1;638;498;876;817;543;314;194
45684; Person; Human; end of time;5234;Iter;2;49;536;683;362;550;713;367
45685; Person; Human; end of time;5234;Iter;3;75;926;828;505;277;848;734
45686; Person; Human; end of time;5234;Iter;4;474;867;255;593;488;124;580
45687; Person; Human; end of time;5234;Iter;5;237;536;18;392;225;28;38
45688; Person; Human; end of time;5234;Iter;6;709;875;299;549;835;547;880
45689; Person; Human; end of time;5234;Iter;7;613;705;551;341;800;120;443
45690; Person; Human; end of time;5234;Iter;8;314;74;697;679;685;731;498
45691; Person; Human; end of time;5234;Average;326;12;287;654;224;230;95;331
45692; Person; Human; end of time;5234;Maximum;98;950;513;308;941;514;671;65
45693; Person; Human; end of time;5234;Std.Dev.;612;411;714;579;435;390;541;89
45694; Person; Human; end of time;5234;Total;532;-;-;-;-;632;981;220
45696; Person; Human; end of time;5235;Iter;1;426;540;155;286;172;511;919
45697; Person; Human; end of time;5235;Iter;2;567;210;583;756;399;227;890
45698; Person; Human; end of time;5235;Iter;3;163;801;288;704;148;370;45
45699; Person; Human; end of time;5235;Iter;4;357;112;874;270;156;823;306
45700; Person; Human; end of time;5235;Iter;5;57;209;404;529;85;411;736
45701; Person; Human; end of time;5235;Iter;6;672;133;176;944;846;393;563
45702; Person; Human; end of time;5235;Iter;7;975;535;605;40;314;153;874
45703; Person; Human; end of time;5235;Iter;8;308;199;336;508;207;198;112
45704; Person; Human; end of time;5235;Iter;9;758;179;236;261;623;357;525
45705; Person; Human; end of time;5235;Iter;10;437;262;244;934;422;737;851
45706; Person; Human; end of time;5235;Iter;11;521;654;885;328;92;536;482
45707; Person; Human; end of time;5235;Iter;12;274;676;301;692;818;772;674
45708; Person; Human; end of time;5235;Iter;13;330;712;432;875;691;278;512
45709; Person; Human; end of time;5235;Average;296;70;625;991;813;349;437;858
45710; Person; Human; end of time;5235;Maximum;761;440;45;695;167;2;541;851
45711; Person; Human; end of time;5235;Std.Dev.;96;372;361;895;378;369;560;278
45712; Person; Human; end of time;5235;Total;274;-;-;-;-;339;907;966
45714; Person; Human; end of time;5236;Iter;1;883;703;448;291;630;82;916
45715; Person; Human; end of time;5236;Iter;2;495;92;387;175;74;474;191
45716; Person; Human; end of time;5236;Iter;3;577;656;478;524;168;892;461
45717; Person; Human; end of time;5236;Iter;4;177;212;596;455;707;825;707
45718; Person; Human; end of time;5236;Iter;5;422;68;333;323;444;706;268
45719; Person; Human; end of time;5236;Iter;6;276;834;709;629;944;39;380
45720; Person; Human; end of time;5236;Iter;7;77;971;443;887;141;413;164
45721; Person; Human; end of time;5236;Iter;8;562;425;377;30;543;905;508
45722; Person; Human; end of time;5236;Iter;9;203;189;282;802;150;224;428
45723; Person; Human; end of time;5236;Average;595;277;740;139;453;186;575;286
45724; Person; Human; end of time;5236;Maximum;593;522;475;266;183;473;705;224
45725; Person; Human; end of time;5236;Std.Dev.;936;813;267;876;798;303;8;699
45726; Person; Human; end of time;5236;Total;283;-;-;-;-;734;777;909
45728; Person; Human; end of time;5237;Iter;1;997;788;669;285;767;244;711
45729; Person; Human; end of time;5237;Iter;2;773;412;112;634;176;835;353
45730; Person; Human; end of time;5237;Iter;3;168;253;801;936;571;496;23
45731; Person; Human; end of time;5237;Iter;4;857;393;793;671;642;192;360
45732; Person; Human; end of time;5237;Iter;5;573;521;594;885;907;777;422
45733; Person; Human; end of time;5237;Average;450;296;602;701;646;710;395;864
45734; Person; Human; end of time;5237;Maximum;998;188;48;278;8;891;415;887
45735; Person; Human; end of time;5237;Std.Dev.;946;733;987;92;559;346;890;108
45736; Person; Human; end of time;5237;Total;287;-;-;-;-;124;459;619
45738; Person; Human; end of time;5238;Iter;1;497;868;100;434;61;198;191
45739; Person; Human; end of time;5238;Iter;2;966;135;702;675;935;827;346
45740; Person; Human; end of time;5238;Iter;3;576;84;432;200;425;546;875
45741; Person; Human; end of time;5238;Iter;4;374;161;502;580;995;267;193
45742; Person; Human; end of time;5238;Average;159;118;519;760;439;344;127;985
45743; Person; Human; end of time;5238;Maximum;962;681;247;107;619;676;726;558
45744; Person; Human; end of time;5238;Std.Dev.;442;590;933;517;708;944;983;650
45745; Person; Human; end of time;5238;Total;281;-;-;-;-;330;43;674
45747; Person; Human; end of time;5239;Iter;1;38;391;282;995;90;734;221
45748; Person; Human; end of time;5239;Iter;2;235;141;734;201;688;192;346
45749; Person; Human; end of time;5239;Iter;3;977;856;940;662;226;867;990
45750; Person; Human; end of time;5239;Iter;4;427;215;858;762;808;127;330
45751; Person; Human; end of time;5239;Iter;5;620;464;801;73;945;136;147
45752; Person; Human; end of time;5239;Average;741;782;784;58;912;69;960;786
45753; Person; Human; end of time;5239;Maximum;506;967;589;876;852;810;708;262
45754; Person; Human; end of time;5239;Std.Dev.;112;437;999;664;507;871;820;657
45755; Person; Human; end of time;5239;Total;707;-;-;-;-;46;645;986
45757; Person; Human; end of time;5240;Iter;1;151;263;14;888;351;941;749
45758; Person; Human; end of time;5240;Iter;2;901;147;248;781;168;482;757
45759; Person; Human; end of time;5240;Average;196;849;699;148;614;572;393;229
45760; Person; Human; end of time;5240;Maximum;319;227;590;571;130;721;652;315
45761; Person; Human; end of time;5240;Std.Dev.;23;115;388;451;611;642;583;10
45762; Person; Human; end of time;5240;Total;655;-;-;-;-;669;667;262
45764; Person; Human; end of time;5241;Iter;1;849;6;790;562;207;617;863
45765; Person; Human; end of time;5241;Iter;2;493;543;771;115;438;540;870
45766; Person; Human; end of time;5241;Iter;3;915;231;387;104;598;849;676
45767; Person; Human; end of time;5241;Iter;4;253;615;858;151;254;369;909
45768; Person; Human; end of time;5241;Iter;5;547;955;286;422;581;284;581
45769; Person; Human; end of time;5241;Average;560;940;77;29;447;18;219;488
45770; Person; Human; end of time;5241;Maximum;692;483;704;289;58;635;930;734
45771; Person; Human; end of time;5241;Std.Dev.;236;482;328;285;727;27;703;155
45772; Person; Human; end of time;5241;Total;903;-;-;-;-;660;902;907
45774; Person; Human; end of time;5242;Iter;1;607;467;94;580;415;716;454
45775; Person; Human; end of time;5242;Iter;2;389;372;730;91;697;9;189
45776; Person; Human; end of time;5242;Iter;3;97;401;74;262;192;415;891
45777; Person; Human; end of time;5242;Iter;4;949;553;339;83;648;277;132
45778; Person; Human; end of time;5242;Iter;5;215;646;223;809;823;59;676
45779; Person; Human; end of time;5242;Average;227;172;852;389;102;783;459;450
45780; Person; Human; end of time;5242;Maximum;321;244;497;144;343;412;593;892
45781; Person; Human; end of time;5242;Std.Dev.;216;836;402;908;838;209;268;956
45782; Person; Human; end of time;5242;Total;51;-;-;-;-;612;951;723
45784; Person; Human; end of time;5243;Iter;1;746;683;404;161;996;807;497
45785; Person; Human; end of time;5243;Iter;2;446;982;612;673;138;293;577
45786; Person; Human; end of time;5243;Iter;3;181;84;326;966;646;803;642
45787; Person; Human; end of time;5243;Iter;4;684;485;673;38;369;176;850
45788; Person; Human; end of time;5243;Iter;5;171;448;473;241;281;101;638
45789; Person; Human; end of time;5243;Average;583;733;706;831;230;645;27;890
45790; Person; Human; end of time;5243;Maximum;206;912;82;505;512;915;229;699
45791; Person; Human; end of time;5243;Std.Dev.;594;296;137;818;319;859;322;218
45792; Person; Human; end of time;5243;Total;584;-;-;-;-;500;653;972
45794; Person; Human; end of time;5244;Iter;1;323;931;205;430;547;678;526
45795; Person; Human; end of time;5244;Iter;2;262;959;191;114;893;889;543
45796; Person; Human; end of time;5244;Iter;3;164;675;38;268;983;59;989
45797; Person; Human; end of time;5244;Iter;4;691;886;20;210;110;102;282
45798; Person; Human; end of time;5244;Iter;5;577;67;593;324;913;237;509
45799; Person; Human; end of time;5244;Average;612;39;682;577;941;867;17;649
45800; Person; Human; end of time;5244;Maximum;277;732;114;640;86;68;270;391
45801; Person; Human; end of time;5244;Std.Dev.;796;598;656;941;896;738;797;828
45802; Person; Human; end of time;5244;Total;360;-;-;-;-;713;397;939
45804; Person; Human; end of time;5245;Iter;1;891;267;662;283;119;730;604
45805; Person; Human; end of time;5245;Iter;2;344;624;215;367;479;536;863
45806; Person; Human; end of time;5245;Iter;3;800;327;366;250;538;477;49
45807; Person; Human; end of time;5245;Iter;4;191;388;660;1;48;129;194
45808; Person; Human; end of time;5245;Iter;5;247;341;900;569;811;364;929
45809; Person; Human; end of time;5245;Average;544;16;930;346;621;9;930;265
45810; Person; Human; end of time;5245;Maximum;476;730;621;232;497;335;627;759
45811; Person; Human; end of time;5245;Std.Dev.;651;683;810;468;767;652;492;130
45812; Person; Human; end of time;5245;Total;571;-;-;-;-;209;434;541
45814; Person; Human; end of time;5246;Iter;1;553;769;580;316;430;55;482
45815; Person; Human; end of time;5246;Iter;2;317;11;620;68;781;812;373
45816; Person; Human; end of time;5246;Iter;3;758;504;786;570;244;190;21
45817; Person; Human; end of time;5246;Average;802;502;320;274;978;89;769;521
45818; Person; Human; end of time;5246;Maximum;672;439;846;103;734;616;825;322
45819; Person; Human; end of time;5246;Std.Dev.;979;985;360;615;903;958;93;419
45820; Person; Human; end of time;5246;Total;864;-;-;-;-;479;485;441
45822; Person; Human; end of time;5247;Iter;1;248;926;896;264;240;390;498
45823; Person; Human; end of time;5247;Iter;2;26;759;692;627;276;89;561
45824; Person; Human; end of time;5247;Iter;3;135;427;614;453;499;710;499
45825; Person; Human; end of time;5247;Average;467;71;498;54;697;806;81;16
45826; Person; Human; end of time;5247;Maximum;84;868;364;507;582;598;605;390
45827; Person; Human; end of time;5247;Std.Dev.;74;33;427;768;82;964;144;446
45828; Person; Human; end of time;5247;Total;476;-;-;-;-;185;212;161
45830; Person; Human; end of time;5248;Iter;1;595;356;247;593;98;462;255
45831; Person; Human; end of time;5248;Iter;2;339;286;64;988;365;773;692
45832; Person; Human; end of time;5248;Iter;3;70;704;805;428;941;353;773
45833; Person; Human; end of time;5248;Average;345;561;536;672;996;657;850;943
45834; Person; Human; end of time;5248;Maximum;496;342;412;361;849;818;917;873
45835; Person; Human; end of time;5248;Std.Dev.;852;339;658;835;34;249;997;672
45836; Person; Human; end of time;5248;Total;156;-;-;-;-;978;924;635
45838; Person; Human; end of time;5249;Iter;1;754;441;980;388;51;991;539
45839; Person; Human; end of time;5249;Iter;2;164;623;236;762;269;215;267
45840; Person; Human; end of time;5249;Iter;3;335;828;252;284;427;651;194
45841; Person; Human; end of time;5249;Iter;4;802;512;694;719;218;451;18
45842; Person; Human; end of time;5249;Average;696;470;847;510;832;112;260;294
45843; Person; Human; end of time;5249;Maximum;947;239;319;271;408;161;522;428
45844; Person; Human; end of time;5249;Std.Dev.;472;945;807;169;417;913;471;446
45845; Person; Human; end of time;5249;Total;850;-;-;-;-;760;560;5
45847; Person; Human; end of time;5250;Iter;1;891;395;233;790;352;475;804
45848; Person; Human; end of time;5250;Iter;2;887;661;371;826;62;724;952
45849; Person; Human; end of time;5250;Average;821;540;21;352;531;802;960;443
45850; Person; Human; end of time;5250;Maximum;782;962;985;683;7;258;748;934
45851; Person; Human; end of time;5250;Std.Dev.;203;40;707;885;350;109;362;935
45852; Person; Human; end of time;5250;Total;714;-;-;-;-;842;772;246
45854; Person; Human; end of time;5251;Iter;1;462;549;781;169;413;259;559
45855; Person; Human; end of time;5251;Iter;2;30;786;975;194;346;549;865
45856; Person; Human; end of time;5251;Iter;3;881;352;437;827;797;26;754
45857; Person; Human; end of time;5251;Iter;4;792;841;621;759;439;309;664
45858; Person; Human; end of time;5251;Iter;5;546;402;912;75;367;998;469
45859; Person; Human; end of time;5251;Iter;6;176;608;909;501;599;475;87
45860; Person; Human; end of time;5251;Iter;7;919;558;140;41;702;247;886
45861; Person; Human; end of time;5251;Iter;8;373;637;209;338;295;910;335
45862; Person; Human; end of time;5251;Iter;9;95;864;431;298;686;73;341
45863; Person; Human; end of time;5251;Average;87;568;966;152;490;442;367;47
45864; Person; Human; end of time;5251;Maximum;418;288;357;850;37;146;627;302
45865; Person; Human; end of time;5251;Std.Dev.;620;589;779;854;90;54;960;611
45866; Person; Human; end of time;5251;Total;843;-;-;-;-;741;643;64
45868; Person; Human; end of time;5252;Iter;1;425;833;980;186;406;641;709
45869; Person; Human; end of time;5252;Iter;2;791;546;231;208;960;511;538
45870; Person; Human; end of time;5252;Iter;3;394;351;387;759;892;920;548
45871; Person; Human; end of time;5252;Iter;4;366;214;663;877;358;938;87
45872; Person; Human; end of time;5252;Iter;5;786;150;533;868;886;600;80
45873; Person; Human; end of time;5252;Iter;6;882;29;531;763;992;315;820
45874; Person; Human; end of time;5252;Average;89;205;428;182;39;620;218;314
45875; Person; Human; end of time;5252;Maximum;612;264;739;386;461;141;901;67
45876; Person; Human; end of time;5252;Std.Dev.;39;614;342;837;352;972;666;351
45877; Person; Human; end of time;5252;Total;433;-;-;-;-;332;586;843
45879; Person; Human; end of time;5253;Iter;1;97;185;375;397;889;530;495
45880; Person; Human; end of time;5253;Average;867;623;30;226;130;734;442;331
45881; Person; Human; end of time;5253;Maximum;273;365;392;102;248;316;807;791
45882; Person; Human; end of time;5253;Std.Dev.;400;555;231;634;901;631;246;874
45883; Person; Human; end of time;5253;Total;271;-;-;-;-;824;834;985
45885; Person; Human; end of time;5254;Iter;1;528;70;432;56;152;372;297
45886; Person; Human; end of time;5254;Iter;2;791;256;348;428;305;365;208
45887; Person; Human; end of time;5254;Iter;3;644;946;529;297;165;905;266
45888; Person; Human; end of time;5254;Iter;4;781;142;64;199;525;799;71
45889; Person; Human; end of time;5254;Iter;5;942;623;508;617;850;462;945
45890; Person; Human; end of time;5254;Average;484;201;747;237;789;415;845;705
45891; Person; Human; end of time;5254;Maximum;118;369;401;707;647;435;311;636
45892; Person; Human; end of time;5254;Std.Dev.;580;310;150;335;734;885;463;414
45893; Person; Human; end of time;5254;Total;354;-;-;-;-;955;580;727
45895; Person; Human; end of time;5255;Iter;1;834;156;757;973;244;684;487
45896; Person; Human; end of time;5255;Iter;2;421;742;191;792;290;663;512
45897; Person; Human; end of time;5255;Iter;3;138;474;322;914;850;730;969
45898; Person; Human; end of time;5255;Iter;4;125;470;106;44;199;850;721
45899; Person; Human; end of time;5255;Average;625;607;540;745;70;882;84;377
45900; Person; Human; end of time;5255;Maximum;190;492;56;951;46;758;833;414
45901; Person; Human; end of time;5255;Std.Dev.;705;668;434;456;219;296;343;115
45902; Person; Human; end of time;5255;Total;56;-;-;-;-;862;88;866
45904; Person; Human; end of time;5256;Iter;1;430;121;452;77;489;787;6
45905; Person; Human; end of time;5256;Iter;2;76;282;205;61;387;484;931
45906; Person; Human; end of time;5256;Iter;3;738;148;557;464;910;199;150
45907; Person; Human; end of time;5256;Iter;4;819;767;487;774;231;361;939
45908; Person; Human; end of time;5256;Average;559;172;278;595;959;364;754;280
45909; Person; Human; end of time;5256;Maximum;3;476;749;30;380;682;81;748
45910; Person; Human; end of time;5256;Std.Dev.;457;233;135;924;932;773;807;174
45911; Person; Human; end of time;5256;Total;95;-;-;-;-;945;463;814
45913; Person; Human; end of time;5257;Iter;1;967;931;384;869;847;63;60
45914; Person; Human; end of time;5257;Iter;2;370;629;857;950;157;338;970
45915; Person; Human; end of time;5257;Iter;3;10;941;744;935;843;241;130
45916; Person; Human; end of time;5257;Iter;4;782;845;910;802;790;964;558
45917; Person; Human; end of time;5257;Average;343;332;283;553;555;114;757;605
45918; Person; Human; end of time;5257;Maximum;217;264;687;823;599;647;987;399
45919; Person; Human; end of time;5257;Std.Dev.;56;844;78;605;908;708;164;499
45920; Person; Human; end of time;5257;Total;783;-;-;-;-;753;471;507
45922; Person; Human; end of time;5258;Iter;1;852;793;759;332;446;862;961
45923; Person; Human; end of time;5258;Iter;2;742;922;941;679;347;248;856
45924; Person; Human; end of time;5258;Iter;3;540;70;267;71;547;118;805
45925; Person; Human; end of time;5258;Iter;4;839;86;18;237;506;900;480
45926; Person; Human; end of time;5258;Average;285;454;410;483;564;443;395;416
45927; Person; Human; end of time;5258;Maximum;339;89;377;833;861;337;996;370
45928; Person; Human; end of time;5258;Std.Dev.;910;957;721;597;397;313;332;274
45929; Person; Human; end of time;5258;Total;347;-;-;-;-;663;981;828
45931; Person; Human; end of time;5259;Iter;1;62;31;367;475;865;985;916
45932; Person; Human; end of time;5259;Iter;2;14;62;783;537;55;335;621
45933; Person; Human; end of time;5259;Iter;3;982;365;748;666;59;40;914
45934; Person; Human; end of time;5259;Iter;4;144;122;155;8;569;666;522
45935; Person; Human; end of time;5259;Iter;5;153;510;688;102;707;343;861
45936; Person; Human; end of time;5259;Average;930;635;488;682;502;936;348;154
45937; Person; Human; end of time;5259;Maximum;824;956;486;979;875;584;504;231
45938; Person; Human; end of time;5259;Std.Dev.;40;805;406;950;866;595;648;434
45939; Person; Human; end of time;5259;Total;568;-;-;-;-;703;252;911
45941; Person; Human; end of time;5260;Iter;1;570;831;990;515;320;692;186
45942; Person; Human; end of time;5260;Iter;2;942;191;808;511;760;835;28
45943; Person; Human; end of time;5260;Iter;3;216;919;798;447;548;510;861
45944; Person; Human; end of time;5260;Iter;4;192;374;280;628;645;746;412
45945; Person; Human; end of time;5260;Iter;5;59;714;577;333;350;251;223
45946; Person; Human; end of time;5260;Average;204;960;665;668;626;438;764;720
45947; Person; Human; end of time;5260;Maximum;318;284;51;767;115;715;165;474
45948; Person; Human; end of time;5260;Std.Dev.;34;122;988;624;952;701;396;889
45949; Person; Human; end of time;5260;Total;173;-;-;-;-;99;464;661
45951; Person; Human; end of time;5261;Iter;1;65;365;917;486;769;70;676
